FILTRO,REGION,REGION_CAB,NOM_COMUNA,ZONA,FENC_DD,FENC_MM,MB_P1_1,MB_P1_2,MB_P1_3,MB_P2,MB_P3,MB_P4,MB_P5,MB_P6,MB_P7,MB_P8,MB_P9,MB_P10,MB_P11,MB_P12,MB_P13,MB_P14,MB_P15,MB_P16,MB_P16_OTRO,MB_P16_A,MB_P16_A_OTRO,MB_P17,MB_P17_OTRO,MB_P17_A,MB_P17_A_OTRO,MB_P18,MB_P18A,MB_P19_A,MB_P19_B,MB_P19_C,MB_P19_D,MB_P19_E,MB_P19_F,MB_P19_G,MB_P19_H,MB_P19_I,MB_P19_J,MB_P19_K,MB_P19_L,MB_P19_M,MB_P19_N,MB_P19_O,MB_P19_P,MB_P19_Q,MB_P19_R,MB_P19_S,MB_P19_T,MB_P19_U,MB_P19_V,MB_P19_W,MB_P19_X,MB_P19_Y,MB_P19_Z,MB_P19_AA,MB_P19_BB,MB_P19_CC,MB_P19_DD,MB_P19_EE,MB_P20,MB_P21,MB_P22_1,MB_P22_2,MB_P22_3,MB_P22_4,MB_P22_5,MB_P22_6,MB_P22_7,MB_P22_8,MB_P23,MB_P24,MB_P25_1,MB_P25_2,MB_P25_3,MB_P25_4,CISSP_25B_1_1,CISSP_25B_1_2,CISSP_25B_1_3,CISSP_25B_1_4,CISSP_25B_1_5,CISSP_25B_1_6,CISSP_25B_1_7,CISSP_25B_1_8,CISSP_25B_1_9,CISSP_25B_2_1,CISSP_25B_2_2,CISSP_25B_2_3,CISSP_25B_2_4,CISSP_25B_2_5,CISSP_25B_2_6,CISSP_25B_2_7,CISSP_25B_2_8,CISSP_25B_2_9,MB_P26,MB_P27,MB_P28,MB_P29,MB_P300,MB_P31,MB_P32,MB_P33_1,MB_P33_2,MB_P33_3,MB_P33_4,MB_P33_5,MB_P33_6,MB_P33_7,MB_P33_8,MB_P34_1,MB_P34_2,MB_P34_3,MB_P34_4,MB_P34_5,MB_P35,CISSP_1_1,CISSP_1_2,CISSP_2_1,CISSP_2_2,CISSP_2_3,CISSP_2_4,CISSP_2_5,CISSP_2_6,CISSP_2_7,CISSP_2_8,CISSP_2_9,CISSP_3,CISSP_4,CISSP_5,CISSP_6,CISSP_6_OTRO,CISSP_7,CISSP_8_1,CISSP_8_2,CISSP_9,CISSP_10,CISSP_11,CISSP_12_1,CISSP_12_2,CISSP_12_3,CISSP_12_4,CISSP_12_5,CISSP_12_6,CISSP_12_7,CISSP_12_8,CISSP_13_1,CISSP_13_2,CISSP_14_1,CISSP_14_2,CISSP_15,CISSP_16,CISSP_17,CISSP_18,CISSP_19_1,CISSP_19_2,CISSP_20,CISSP_21,CISSP_22_1,CISSP_22_2,CISSP_23,CISSP_24_1,CISSP_24_2,CISSP_24_3,CISSP_25_1,CISSP_25_2,CISSP_26,CISSP_27,CISSP_28,CISSP_29_1,CISSP_29_2,CISSP_29_3,CISSP_29_4,CISSP_29_5,CISSP_29_6,CISSP_30,CISSP_31,CISSP_32,CISSP_33_ANO,CISSP_33_MES,CISSP_34,CISSP_35,CISSP_36,CISSP_37,CISSP_38,CISSP_39_1,CISSP_39_2,CISSP_39_3,CISSP_39_4,CISSP_39_5,CISSP_39_6,CISSP_40_1,CISSP_40_2,CISSP_40_3,CISSP_40_4,CISSP_40_5,CISSP_40_6,CISSP_41,CISSP_42,CISSP_43,CISSP_43_OTRO,CISSP_44,CISSP_45,CISSP_46_1,CISSP_46_2,CISSP_46_3,CISSP_46_4,CISSP_46_5,CISSP_47,CISSP_48,CISSP_49,CISSP_50_1,CISSP_50_2,CISSP_51,DS_P1,DS_P2,DS_P2_EXACTA,DS_P2_EDAD_APROX,DS_P2A_DIA,DS_P2A_MES,DS_P2A_ANO,DS_P3,DS_P4,DS_P5,DS_P6,DS_P6_HORAS,DS_P7,DS_P8,DS_P8_EXACTO,DS_P9,DS_P10,DS_P10_EXACTO,DS_P11,DS_P12,DS_P13A,DS_P13A_PRINCIPAL,DS_P13B,DS_P13B_PRINCIPAL,DS_P13C,DS_P13C_FUNCION,DDP13ciuo08,DS_P14,DS_P15,DS_P16,DS_P17,DS_P17_NHORAS,DS_P18,DS_P19,DS_P20A,DS_P20A_ACTIVIDAD,DS_P20B,DS_P20B_FUNCIONES,DS_P20C,DS_P20C_OTRO,DDP20cuio08,DS_P21,DS_P22,DS_P23,DS_P24,DS_P25,DS_P25_OTRA,DS_P26,DS_P27,DS_P28,DS_P29,DS_P29_OTRO,DS_P30,DS_P31,DS_P31_OTRO,DS_P32A,DS_P32A_OTRO,DS_P32B,DS_P32B_OTRO,DS_P32C,DS_P32C_OTRO,DS_P33,DS_P33_EDAD,DS_P34,DS_P35,DS_P36,DS_P37,DS_P37_OTRO,DS_P38,DS_P38_OTRO,DS_P39,DS_P40,DS_P41,P42_1,P42_2,P42_3,P42_4,P42_5,P42_6,P42_7,P42_8,P42_9,P42_10,P42_11,P42_12,P42_13,P42_14,P42_15,P42_16,P42_17,P43_1,P43_2,P43_3,P43_4,P43_5,P43_6,PONDERADOR,SEXO_ENTREV,EDAD_ENTREV,TRAMO_EDAD,GSE,POSICION_POLITICA,ESCOLARIDAD
14,Arica y Parinacota,15,Arica,1,22,4,5,9,10,3,3,4,2,2,2,2,2,2,2,2,2,2,3,9,-,9,-,4,-,4,-,7,7,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,3,5,5,2,2,2,2,2,4,2,2,1,4,4,4,2,2,2,2,2,4,4,4,3,3,3,2,3,1,2,2,2,2,1,2,3,3,3,3,3,3,3,1,3,4,4,4,4,3,4,2,1,2,2,2,2,2,2,2,2,4,4,2,,-,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,4,3,2,1,3,3,1,2,5,1,1,1,1,1,2,1,1,4,2,2,3,1,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,1,1,1,2,1,1,2,4,3,1,1,23,,24,2,1992,14,6,1,1,50,1,,,1,1,8,2,1,1,ENSEAR A LAS PERSONAS A CARGO,1,ESTOY A CARGO DE ENSEAR A GENTE CON MENOS EXPERIENCIA,9999,-,9999,1,1,1,1,48,1,2,1,MANIPULACIN DE ALIMENTOS,1,VERIFICAR LOS ALIMENTOS,1,EMPRESA DE ALIMENTOS,5120,1,6,4,3,1,-,7,5,2,,-,88,1,3,1,2,99,,99,,98,,10,10,1,1,-,1,-,1,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1.126,1,23,1,3,4,4
17,Arica y Parinacota,15,Arica,1,15,4,1,8,88,3,2,3,3,2,1,2,1,8,1,8,8,1,1,9,-,9,-,4,-,2,-,7,7,6,6,6,6,5,3,6,6,6,6,4,4,1,6,6,6,6,6,1,6,6,6,6,6,4,6,2,6,6,6,6,2,1,5,5,5,6,6,5,6,5,1,1,2,1,2,9,2,2,9,4,3,3,3,3,2,2,3,9,2,3,2,2,9,3,1,1,3,9,2,2,1,1,3,2,1,1,3,3,3,2,2,4,4,4,3,2,4,2,3,2,4,2,2,2,2,2,1,1,2,,-,2,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2010,12,3,8,2,,,,,,,,,,,,,,,,,10,TRABAJO INDEPENDIENTE,1,1,1,1,1,2,2,3,2,4,4,4,4,2,1,54,,,,,13,6,1,1,50,2,,,2,,,9,9,1,"COMERCIO, VENTA Y COMPRA",1,VENDER Y FABRICAR,9999,-,5221,1,3,,,,,,,-,,-,,-,,,6,3,2,1,-,5,5,1,5,-,3,1,2,1,1,1,1,99,,1,14,99,99,5,1,-,2,BOLIVIA,3,4,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.279,2,54,4,3,4,4
20,Arica y Parinacota,15,Arica,1,20,4,2,5,10,3,1,3,2,2,1,2,1,1,1,1,1,1,1,99,-,99,-,9,-,9,-,9,9,8,8,8,8,4,8,8,8,8,8,4,8,8,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,9,9,5,99,4,4,6,6,88,5,1,1,8,2,2,8,3,1,3,3,2,2,2,2,2,1,1,3,8,3,3,8,2,3,1,1,4,2,2,1,1,1,8,8,8,8,8,8,1,9,9,9,9,9,1,2,4,1,2,1,2,2,2,2,2,2,3,3,2,,-,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,8,2,8,1,2,4,2,3,4,4,4,4,1,1,1,1,1,1,2,2,1,-,4,1,9,9,9,9,9,2,2,2,2,3,2,2,1,36,,,,,99,,2,,,1,,,2,,,9,9,9999,-,9999,-,9999,-,9999,9,1,1,999,,9,9,9999,-,9999,-,9999,-,9999,1,99,9,9,2,-,2,4,2,,-,88,1,2,99,,99,,99,,98,,11,11,1,1,-,1,-,3,1,3,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,3.586,2,36,3,3,5,5
21,Arica y Parinacota,15,Arica,1,20,4,3,11,10,3,1,3,3,1,1,1,1,1,1,1,1,1,1,9,-,99,-,9,-,9,-,9,9,8,8,8,8,4,8,8,8,8,8,8,4,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,9,9,5,5,5,5,5,5,5,5,1,1,4,4,4,4,1,1,3,3,3,3,1,1,3,1,1,1,3,3,3,3,3,3,2,1,4,1,1,1,1,1,3,3,3,3,3,3,2,9,9,9,9,9,9,3,3,1,1,1,2,2,1,1,2,1,4,4,3,,-,3,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,3,-,4,2,,,,,,3,2,3,3,3,3,2,1,82,,7,3,1933,99,,3,,,,,,,,,,,,-,,-,,-,,9,3,,,,,,,-,,-,,-,,,2,9,3,1,-,2,6,1,99,-,88,1,2,1,2,99,,99,,98,,3,3,2,1,-,1,-,3,1,3,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.634,2,82,5,3,5,5
22,Arica y Parinacota,15,Arica,1,20,4,3,5,10,4,1,3,2,1,1,1,1,1,1,1,1,1,1,9,-,9,-,4,-,9,-,9,9,2,4,2,8,4,2,2,8,3,8,4,4,2,8,8,3,8,2,4,8,3,4,8,4,8,2,8,4,4,8,8,3,3,2,2,5,5,88,5,88,5,1,1,2,2,2,4,1,3,1,3,2,3,2,2,3,1,1,1,3,1,1,1,1,2,1,1,4,2,2,1,1,2,8,8,8,8,8,8,2,9,9,9,9,9,9,4,4,1,3,2,2,2,2,2,3,2,4,4,3,,-,3,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1,4,1,4,3,4,4,4,1,1,1,1,1,1,2,2,2,-,4,2,,,,,,3,2,2,3,3,2,2,1,22,,,,,17,7,3,,,,,,,,,,,,-,,-,,-,,7,3,,,,,,,-,,-,,-,,,4,9,3,1,-,5,6,1,99,-,88,1,4,1,4,99,,99,,98,,11,11,5,1,-,1,-,1,1,3,1,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,4.631,2,22,1,3,5,4
23,Arica y Parinacota,15,Arica,1,20,4,2,7,5,3,2,3,8,2,2,2,2,2,2,2,2,2,3,9,-,9,-,9,-,9,-,9,9,2,4,6,4,2,2,4,2,3,4,4,4,4,3,6,8,8,4,4,8,2,2,4,4,3,2,6,2,2,8,6,2,2,3,3,2,2,2,2,2,1,2,2,4,4,2,4,3,2,3,3,4,2,2,2,3,3,4,3,2,3,3,2,2,3,1,2,3,1,2,1,1,3,3,3,1,1,2,1,1,4,4,2,2,2,1,4,2,1,1,1,2,3,2,2,3,2,1,1,1,88,-,1,1,2,1,1,1,2,3,3,2,3,2,2,2,3,4,5,3,1,2,1,2,4,5,3,1,1,1,1,2,2,8,4,2,2,2,1,2,4,4,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,2,2,2,1,1,3,2,2,2,4,2,1,45,,45,,,,7,8,1,999,,1,,,1,999,,1,9,9999,-,9999,-,9999,-,9999,99,1,9,,,,,,-,,-,,-,,99,8,9,3,1,-,4,6,2,,-,2,1,2,99,,99,,99,,98,,99,99,1,1,-,1,-,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3.459,1,45,4,3,5,2
25,Tarapac,1,Iquique,1,9,4,2,5,3,3,2,3,3,2,3,3,9,1,1,1,1,1,1,9,-,9,-,4,-,4,-,7,7,8,6,6,6,4,4,6,8,6,6,4,3,3,6,6,6,6,9,3,6,6,4,6,4,4,8,6,8,6,6,6,9,9,99,5,4,3,5,4,3,2,9,2,2,4,2,9,3,1,9,4,4,2,2,2,3,1,3,3,3,2,3,2,1,9,1,1,4,2,2,2,1,9,9,9,9,9,9,9,9,4,4,2,4,2,2,4,2,1,1,1,1,1,1,1,1,1,1,3,2,,-,2,2,4,2,1,8,2,9,9,2,9,1,1,1,3,3,5,5,1,1,1,3,3,5,3,1,1,1,1,9,1,9,5,1,9,9,1,1,4,4,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,1,1,1,9,3,3,3,2,3,1,1,64,,,,,14,6,1,1,50,1,,,1,1,10,2,1,1,INSTRUCTOR MILITAR,1,INSTRUYE(EDUCA),1,FUERZA AREA,310,1,1,3,,,,,,-,,-,,-,,9,99,4,3,1,-,5,99,1,9,-,88,1,4,1,4,1,0,1,0,98,,99,99,1,1,-,1,-,1,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.659,1,64,5,3,4,4
27,Tarapac,1,Iquique,1,11,4,14,10,11,1,3,2,4,3,2,2,2,2,2,2,2,2,3,9,-,9,-,4,-,4,-,7,7,2,1,6,6,1,1,2,3,6,3,1,1,4,6,6,6,2,3,4,6,6,8,6,3,1,1,1,6,6,6,6,2,2,1,1,1,1,1,1,88,1,2,2,2,4,4,2,3,2,4,4,4,4,3,3,4,2,4,4,4,4,4,3,3,4,1,1,5,2,2,2,1,3,3,3,3,3,3,3,2,4,4,4,4,5,1,4,4,1,1,1,1,2,1,1,1,1,1,4,2,,-,2,2,2,2,1,2,2,4,4,2,4,1,1,1,5,3,5,5,2,1,1,1,5,5,4,1,2,1,2,2,2,4,2,1,2,2,2,2,4,4,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,2,2,1,1,3,3,3,4,2,1,2,1,41,,18,12,1973,12,4,1,1,40,1,,,1,1,3,1,2,1,BODEGA,1,ENVI DE DOCUMENTOS RECEPCIN DE EQUIPOS,1,TELE COMUNICA IONES,4321,1,3,,,,,,,-,,-,,-,,,4,4,3,1,-,5,5,1,9,-,88,1,3,1,2,1,1,1,0,98,,10,10,5,1,-,1,-,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,2,0.428,2,41,3,3,4,3
28,Tarapac,1,Iquique,1,11,4,9,10,13,5,1,3,3,1,8,9,9,9,9,9,9,1,9,9,-,9,-,4,-,4,-,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,9,6,9,9,9,9,9,6,9,9,6,5,3,88,6,6,88,88,9,9,8,8,8,8,1,8,8,9,9,3,3,3,9,1,2,9,9,9,9,9,9,9,1,1,8,2,2,8,8,9,8,8,8,8,8,8,8,9,9,9,9,9,3,8,2,1,1,1,1,1,1,1,1,1,3,3,2,,-,2,2,2,1,1,1,2,3,2,2,2,2,2,2,5,5,5,5,1,1,1,3,5,5,2,1,3,1,3,2,2,4,2,2,2,2,2,2,4,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,2,2,1,1,3,3,2,2,5,3,1,1,30,,,,,12,4,1,1,44,1,,,2,,,1,2,1,LIMPIAR VIDRIOS,1,EMPRESA DE ASEO INDUSTRIAL,1,ASEO INDUSTRIAL,9112,1,3,,,,,,,-,,-,,-,,,4,2,3,2,-,2,4,2,,-,88,1,3,1,3,99,,99,,98,,9,99,5,2,BOLIVIA,2,BOLIVIA,1,3,4,1,1,1,1,1,9,1,1,1,9,1,1,2,1,1,2,2,1,2,2,2,2,2,0.865,1,30,2,4,4,3
29,Tarapac,1,Iquique,1,11,4,7,10,14,4,2,4,3,2,2,2,2,2,2,2,2,2,3,5,-,,-,2,-,,-,4,,4,3,4,6,3,4,5,5,4,4,2,4,5,5,4,4,5,5,5,4,4,5,5,4,3,5,2,4,5,6,4,2,2,3,3,3,3,3,2,1,1,2,2,4,4,4,2,3,1,3,4,1,3,3,3,1,1,3,3,1,3,1,1,1,3,2,1,2,1,2,2,1,3,3,3,3,1,3,1,1,4,4,4,4,2,1,1,2,2,2,1,1,1,1,1,1,1,1,4,2,,-,2,1,5,1,1,2,2,4,4,1,2,1,1,1,5,5,4,5,1,1,2,4,3,3,4,1,4,2,1,2,1,4,2,2,4,1,2,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,2,2,1,1,3,2,1,1,5,3,2,1,50,,,,,16,6,1,1,40,1,,,2,,,1,2,1,CONSEJERA DE BELLEZA,1,SUGERENCIA DE PERFUMERA,1,LAD DAVIS,5142,1,1,1,1,40,1,1,1,AGENTE COMERCIAL,1,VENTAS DIRECCIN Y CONTROL,1,EMPRESA PERIODSTICA,3339,1,7,4,3,1,-,4,5,1,99,-,88,1,5,1,4,1,1,1,0,98,,99,99,1,1,-,1,-,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,0.664,2,50,4,4,3,4
30,Tarapac,1,Iquique,1,11,4,10,7,13,2,2,2,3,2,2,2,2,2,2,2,2,2,3,9,-,9,-,4,-,4,-,7,7,6,3,6,6,3,3,6,3,6,6,3,3,3,6,6,6,6,3,3,6,6,3,6,3,2,3,3,6,6,6,6,3,3,2,2,2,2,2,2,2,2,2,2,8,8,8,8,3,1,3,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,8,2,4,2,2,2,1,3,3,3,3,3,3,3,3,8,8,8,8,8,4,4,8,2,2,2,2,2,2,1,1,1,3,3,2,,-,2,2,8,1,1,1,2,4,4,3,3,3,1,1,4,4,4,4,1,1,1,3,5,5,3,1,2,2,2,2,3,4,2,3,5,3,1,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,2,2,2,1,1,3,3,3,2,5,2,1,1,31,,,,,12,4,1,1,45,1,,,2,,,1,2,1,ADMINISTRATIVO,1,"ORDENAR PAPELES, GESTIONAR RECURSOS",1,EMPRESA MINERA,3343,1,3,,,,,,,-,,-,,-,,,4,4,3,1,-,8,5,1,9,-,88,1,1,1,1,1,0,1,0,98,,10,10,5,1,-,1,-,1,3,3,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,0.288,1,31,2,3,4,3
31,Tarapac,1,Iquique,1,10,4,16,10,8,3,2,4,3,2,1,2,1,2,1,2,2,1,3,9,-,9,-,2,-,,-,4,,2,4,2,3,5,4,1,2,4,2,4,3,1,2,6,2,4,4,3,6,3,4,1,2,3,5,1,3,4,6,2,2,2,3,4,3,5,3,4,4,3,1,1,2,2,2,2,4,2,4,3,2,4,4,2,3,2,2,3,1,2,2,2,2,2,2,1,3,2,2,2,3,1,1,3,1,1,3,3,3,4,4,4,4,2,1,4,2,1,1,1,1,2,2,1,1,2,1,1,2,,-,2,2,4,2,1,2,4,2,4,1,1,1,1,1,5,1,5,3,2,1,1,1,4,1,4,1,1,1,1,1,1,1,3,1,2,3,1,2,2,2,2,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,2,2,1,2,2,3,3,2,4,3,2,1,36,,,,,20,9,1,1,25,1,,,2,,,2,1,1,PSICLOGA,1,ATENCIN A VICTIMAS DE DELITOS VIOLENTOS,1,CENTRO DE ATENCIN DE VICTIMAS DE DELITOS VIOLENTOS,2634,2,1,1,1,60,1,1,1,ARQUITECTO,1,CARGO PUBLICO,1,MINISTERIO,2161,1,8,5,3,9,-,8,6,1,5,-,88,1,5,1,2,1,0,1,3,1,1,99,99,1,1,-,1,-,3,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.743,2,36,3,1,3,4
33,Tarapac,1,Iquique,1,12,4,3,5,13,4,1,3,2,1,1,3,1,1,1,1,1,1,2,7,-,,-,2,-,,-,4,,2,4,4,6,5,1,4,2,4,4,4,5,1,3,3,6,4,1,1,4,3,4,4,4,4,4,1,4,3,4,2,2,3,4,6,5,99,5,4,4,5,1,1,3,2,9,2,3,3,3,2,2,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,1,3,2,1,1,1,1,3,2,2,4,2,2,1,4,2,1,1,1,1,1,1,1,1,1,4,4,2,,-,2,2,4,2,1,2,1,3,4,1,5,1,1,1,5,4,5,5,1,1,1,4,5,3,9,1,9,9,1,2,2,2,9,2,5,4,1,2,4,4,2,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,1,1,1,9,9,9,1,5,3,2,1,62,,,,,17,8,1,1,40,1,,,1,1,4,2,1,1,PROFESIONAL,1,ATENCIN SOCIAL,1,SERVICIO PUBLICO,2635,1,9,,,,,,,-,,-,,-,,,8,5,9,1,-,5,99,1,99,-,88,1,2,1,1,1,1,1,0,98,,99,99,9,1,-,1,-,3,4,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,0.254,2,62,5,2,3,4
35,Tarapac,1,Iquique,1,13,4,2,1,6,2,2,4,3,2,1,2,2,2,2,2,1,2,3,9,-,9,-,4,-,4,-,7,7,2,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,2,4,3,3,3,3,4,2,3,2,3,3,3,3,1,1,4,4,4,5,5,5,4,3,2,2,2,2,3,3,4,3,4,3,2,2,3,3,3,3,3,4,3,3,3,3,2,3,2,2,3,2,2,2,2,3,2,3,2,2,2,1,2,2,2,2,2,2,3,4,2,1,1,1,1,1,1,1,1,1,2,2,2,,-,2,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2015,4,1,7,1,2,1,2,4,2,2,2,4,1,1,2,1,1,1,1,1,8,-,1,1,1,3,3,1,1,2,1,3,2,4,3,1,1,26,,17,5,1988,15,6,2,,,1,,,1,1,100,1,2,1,PREVENCIN DE RIESGO,1,ASESORAMIENTOS TCNICOS Y LEGALES,1,CONSTRUCTORA,7111,5,1,2,,,1,2,1,SECRETARIA,1,ADMINISTRATIVO,1,CORREDORA PROPIEDADES,4120,9,4,4,3,1,-,8,7,2,,-,88,1,3,1,2,1,0,1,1,1,9,99,99,5,1,-,1,-,3,3,3,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1.001,1,26,2,3,4,4
36,Tarapac,1,Iquique,1,12,4,8,3,11,3,3,2,3,1,2,2,9,9,9,9,9,9,9,9,-,9,-,4,-,4,-,7,7,6,6,9,9,6,9,9,6,8,8,9,6,3,6,9,9,9,6,9,6,9,9,6,6,9,9,9,9,6,9,9,9,9,5,5,4,4,4,5,5,4,9,9,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,2,2,1,9,9,9,9,9,9,9,9,8,8,9,9,8,4,8,8,2,2,2,2,2,2,3,2,2,8,8,2,,-,2,8,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1,-,1,2,,,,,,3,3,3,2,5,2,2,1,38,,,,,16,6,3,,,,,,,,,,,,-,,-,,-,,9,1,1,1,60,1,2,1,MEDICO FORENSE,1,AUTOPSIA,1,H PUBLICO,2212,1,9,5,3,1,-,8,6,2,,-,88,1,2,1,2,1,0,1,0,98,,99,99,5,1,-,1,-,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2,0.743,2,38,3,2,4,4
37,Tarapac,1,Iquique,1,12,4,11,6,3,2,2,3,3,2,2,2,2,2,2,2,8,8,2,9,-,9,-,4,-,4,-,7,7,3,8,6,6,3,3,6,3,6,8,3,3,8,9,6,6,6,8,3,6,9,6,6,3,8,9,6,6,3,6,6,3,3,3,3,3,3,4,3,3,3,8,2,8,8,8,8,3,2,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,1,5,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,4,3,3,1,1,1,1,1,1,1,1,1,3,3,2,,-,2,2,2,1,1,1,2,3,3,3,3,3,2,2,3,3,5,5,1,1,8,3,5,5,3,2,3,3,2,2,8,8,8,8,5,4,1,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,1,1,1,3,2,2,2,5,2,1,1,33,,,,,12,4,1,1,40,1,,,2,,,1,2,1,ESTIBADOR DE SAL,1,ESTIBADOR DE SAL EN BUQUE,1,TRABAJA EN BUQUE SECTOR PRIVADO,9999,1,1,2,,,9,2,9999,-,1,9999,1,9999,9999,9,4,3,3,1,-,7,4,2,,-,88,1,4,1,3,1,0,1,1,1,1,99,99,1,1,-,1,-,3,1,3,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,6.053,1,33,2,3,4,3
38,Tarapac,1,Iquique,1,13,4,3,11,13,3,2,3,2,2,3,3,2,2,2,2,8,2,3,9,-,9,-,4,-,4,-,7,7,3,3,3,6,3,3,3,3,3,8,3,3,3,6,6,6,3,9,3,6,8,3,6,3,3,3,3,6,6,6,6,3,3,2,4,3,3,4,4,88,4,2,2,8,8,8,8,3,2,3,4,4,3,4,3,2,2,4,4,3,4,4,4,3,4,2,1,5,2,2,2,1,8,8,8,3,3,3,8,8,3,3,3,8,8,4,4,3,1,2,2,1,1,1,1,1,1,1,1,2,,-,2,2,3,1,1,1,3,3,4,2,4,3,2,2,2,3,5,5,1,1,3,4,4,4,2,1,2,2,2,2,2,3,3,2,5,4,1,2,4,2,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,2,1,1,3,2,1,1,5,2,1,1,37,,,,,12,4,1,1,45,1,,,2,,,1,2,1,OPERARIO MINERO,1,FAENAS MINERAS,1,EMPRESA MINERA,8111,1,2,9,,,,,,-,,-,,-,,99,99,3,1,99,-,99,99,9,,-,9,1,1,1,1,1,0,1,0,98,,99,99,9,1,-,1,-,1,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,2.66,1,37,3,3,4,3
